City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,borzya,50.3833,116.5167,298.4,29,30,3.54,RU,1722568144
365,palle,15.4667,74.0833,297.67,92,100,2.77,IN,1722568168
366,elliot,-31.3333,27.85,282.96,83,62,2.1,ZA,1722568191
367,umm kaddadah,13.6017,26.6876,298.11,73,79,3.74,SD,1722568213
368,holualoa,19.6228,-155.9522,299.06,82,100,3.09,US,1722568235
369,amos,48.5669,-78.1162,293.72,73,11,1.79,CA,1722568258
370,nicoya,10.1483,-85.452,296.99,96,100,1.28,CR,1722568303
371,kambove,-10.8764,26.5969,285.17,39,0,1.99,CD,1722568328
372,touros,-5.1989,-35.4608,294.93,89,8,4.62,BR,1722568350
373,alofi,-19.0595,-169.9187,299.09,61,40,4.63,NU,1722568373
374,neryungri,56.6709,124.6491,290.32,45,95,1.93,RU,1722568396
375,lhasa,29.65,91.1,290.57,55,98,2.7,CN,1722568418
376,charters towers,-20.1,146.2667,296.47,35,0,4.8,AU,1722568441
377,onokhoy,51.932,108.0747,292.01,96,100,1.3,RU,1722568463
378,akureyri,65.6835,-18.0878,283.55,96,94,2.1,IS,1722568485
379,kenai,60.5544,-151.2583,292.2,64,0,9.26,US,1722568508
380,nova xavantina,-14.6667,-52.35,294.71,39,7,0.96,BR,1722568530
381,wanning,18.8003,110.3967,304.51,65,57,5.32,CN,1722568553
382,bontang,0.1333,117.5,302.39,68,100,2.97,ID,1722568575
383,bodo,67.28,14.405,288.17,85,100,1.54,NO,1722568598
384,constantia,44.1833,28.65,291.53,72,2,4.41,RO,1722568620
385,lawton,34.6087,-98.3903,307.65,31,0,4.12,US,1722568643
386,kenora,49.8167,-94.4337,297.69,73,0,3.09,CA,1722568665
387,simpang,-1.2667,104.0833,305.01,54,76,2.31,ID,1722568687
388,tsiombe,-25.3,45.4833,290.3,76,69,0.51,MG,1722568710
389,krasnoturansk,54.3186,91.5639,293.44,73,12,1.97,RU,1722568734
390,midland,31.9974,-102.0779,305.52,32,0,6.17,US,1722568756
391,nogliki,51.8333,143.1667,287.68,87,99,5.74,RU,1722568778
392,atherton,53.5237,-2.4935,288.31,93,12,0.3,GB,1722568803
393,camden,39.7835,-74.9663,301.65,85,75,0.45,US,1722568825
394,gaigeturi,33.4644,126.3183,304.18,79,20,2.06,KR,1722568848
395,priob'ye,62.5206,65.5964,289.5,86,100,2.74,RU,1722568870
396,itoman,26.1247,127.6694,306.53,74,40,4.63,JP,1722568892
397,maragogi,-9.0122,-35.2225,296.93,71,0,6.27,BR,1722568915
398,tomakivka,47.8157,34.7414,293.56,59,100,4.01,UA,1722568937
399,san andres,12.5847,-81.7006,302.16,84,20,2.57,CO,1722568959
400,conception bay south,47.4999,-52.9981,294.01,94,100,5.23,CA,1722568982
401,kingston,17.997,-76.7936,300.68,83,20,1.54,JM,1722569004
402,as sulayyil,20.4607,45.5779,305.29,28,21,9.74,SA,1722569027
403,tabas,33.5959,56.9244,307.27,15,10,1.03,IR,1722569049
404,lospalos,-8.5186,127.0025,299.36,66,24,5.59,TL,1722569071
405,itaituba,-4.2761,-55.9836,298.44,50,18,1.27,BR,1722569094
406,luena,-11.7833,19.9167,285.14,32,17,2.19,AO,1722569116
407,pimentel,-6.8367,-79.9342,290.31,88,100,5.14,PE,1722569139
408,brak,27.5496,14.2714,300.5,27,0,3.66,LY,1722569161
409,novoishimskiy,53.1981,66.7694,292.09,76,94,2.5,KZ,1722569185
410,saldanha,-33.0117,17.9442,279.18,84,33,2.61,ZA,1722569207
411,khromtau,50.2503,58.4347,293.02,53,0,5.81,KZ,1722569230
412,pitimbu,-7.4706,-34.8086,295.48,80,13,7.06,BR,1722569252
413,kachug,53.9606,105.8817,295.32,58,100,2.37,RU,1722569274
414,wynyard,-41.0,145.7167,285.48,79,85,3.58,AU,1722569297
415,pangkalanbuun,-2.6833,111.6167,304.82,53,53,2.23,ID,1722569319
416,novaya igirma,57.1334,103.9112,293.62,52,9,1.98,RU,1722569342
417,el calafate,-50.3408,-72.2768,275.01,84,100,1.46,AR,1722570528
418,druskininkai,54.0167,23.9667,285.4,93,25,1.83,LT,1722570550
419,vadso,70.0744,29.7487,285.64,94,75,8.23,NO,1722570319
420,saint-joseph,-21.3667,55.6167,292.36,70,72,3.58,RE,1722570595
421,ha'il,27.5219,41.6907,301.16,26,0,2.06,SA,1722570617
422,amahai,-3.3333,128.9167,299.61,82,48,7.48,ID,1722570640
423,nikolayevsk-on-amure,53.1406,140.73,294.43,47,13,4.11,RU,1722570662
424,vilyuysk,63.7553,121.6247,292.33,36,1,1.35,RU,1722570684
425,balabac,7.9868,117.0645,298.24,89,100,2.41,PH,1722570707
426,tottori,35.5,134.2333,305.19,66,40,3.6,JP,1722570729
427,shizuishan,39.2333,106.7694,292.81,83,100,0.79,CN,1722570752
428,ouallam,14.3188,2.0866,300.07,72,70,3.86,NE,1722570774
429,cockburn town,21.4612,-71.1419,301.42,82,98,9.23,TC,1722570796
430,solhan,38.9634,41.0293,295.31,43,0,1.49,TR,1722570819
431,padang,-0.9492,100.3543,304.18,69,15,2.1,ID,1722570841
432,chernyanka,50.9409,37.8069,290.49,58,67,3.26,RU,1722570863
433,codrington,-38.2667,141.9667,284.89,59,100,8.35,AU,1722570886
434,bryne,58.7354,5.6477,284.79,96,41,1.03,NO,1722570908
435,zavodoukovsk,56.5042,66.5515,294.27,72,29,2.35,RU,1722570808
436,usogorsk,63.4106,48.6872,290.11,80,95,2.77,RU,1722570953
437,colimes,-1.55,-80.0167,296.68,87,86,1.52,EC,1722570975
438,port said,31.2565,32.2841,301.14,83,40,5.14,EG,1722570998
439,maridi,4.9158,29.4742,292.02,84,100,1.09,SS,1722571020
440,hermoso campo,-27.6082,-61.3444,303.43,26,69,10.97,AR,1722571042
441,shenjiamen,29.9576,122.298,304.48,75,0,1.42,CN,1722571065
442,isiolo,0.3546,37.5822,292.46,73,60,2.49,KE,1722571087
443,midvagur,62.0511,-7.1939,285.61,100,100,6.69,FO,1722571109
444,tolanaro,-25.0319,46.9987,291.19,82,20,1.03,MG,1722571132
445,newport,51.5877,-2.9984,289.72,89,58,2.4,GB,1722571154
446,djenne,13.9061,-4.5533,297.72,86,96,3.86,ML,1722571177
447,ola,59.5833,151.2833,283.28,88,100,5.97,RU,1722571199
448,puerto deseado,-47.7503,-65.8938,280.86,82,100,4.72,AR,1722571221
449,todos santos,23.45,-110.2167,303.32,85,91,0.31,MX,1722571244
450,waspan,14.7419,-83.9717,297.34,98,95,1.07,NI,1722571266
451,korocha,50.8107,37.1953,290.55,56,62,3.74,RU,1722571288
452,huilong,31.8111,121.655,308.95,53,0,2.57,CN,1722571311
453,rabo de peixe,37.8,-25.5833,293.88,83,20,2.06,PT,1722571144
454,campo gallo,-26.5833,-62.85,304.54,26,28,10.28,AR,1722571356
455,pangai,-19.8,-174.35,298.21,69,40,6.17,TO,1722571378
456,nacala,-14.5428,40.6728,291.94,86,3,3.98,MZ,1722571400
457,clarinda,40.7419,-95.0383,296.33,94,0,2.06,US,1722571423
458,murghob,38.1702,73.9667,286.3,56,100,2.14,TJ,1722571445
459,mar del plata,-38.0023,-57.5575,288.44,93,100,3.09,AR,1722571468
460,kodiak,57.79,-152.4072,291.88,45,0,2.06,US,1722571512
461,brigantine,39.4101,-74.3646,298.71,90,17,1.81,US,1722571535
462,ciudad melchor muzquiz,27.8833,-101.5167,303.49,39,0,6.6,MX,1722571557
463,pangody,65.85,74.4859,295.72,59,29,3.72,RU,1722571580
464,las khorey,11.1595,48.1967,304.32,59,93,5.16,SO,1722571602
465,aldan,58.6031,125.3894,290.34,40,95,1.0,RU,1722571624
466,san juan,-31.5375,-68.5364,288.87,26,100,3.63,AR,1722571647
467,tutoia,-2.7619,-42.2744,298.98,77,10,5.17,BR,1722571669
468,awjilah,29.1081,21.2869,298.42,51,0,3.33,LY,1722571691
469,les cayes,18.2,-73.75,299.19,87,100,4.75,HT,1722571714
470,medina,24.4686,39.6142,306.39,10,0,2.06,SA,1722571736
471,luwuk,-0.9516,122.7875,300.64,67,55,4.43,ID,1722571781
472,salinas,36.6777,-121.6555,291.2,93,100,4.63,US,1722571537
473,taro,-8.3862,115.28,299.15,62,64,1.1,ID,1722571826
474,coquimbo,-29.9533,-71.3436,286.0,83,100,2.57,CL,1722571848
475,al jawf,29.5,38.75,299.5,37,1,5.18,SA,1722571870
476,lexington,37.9887,-84.4777,295.15,85,0,3.09,US,1722571732
477,dosso,13.049,3.1937,299.13,80,96,3.98,NE,1722571915
478,sogel,52.85,7.5167,288.38,94,97,1.03,DE,1722571937
479,bonthe,7.5264,-12.505,297.38,92,100,4.85,SL,1722571960
480,koster,-25.863,26.8976,280.34,80,1,4.69,ZA,1722571982
481,yeed,4.55,43.0333,295.54,70,52,8.34,SO,1722572005
482,tonghae,37.5439,129.1069,306.99,59,77,0.34,KR,1722572027
483,ivesti,45.6833,27.5167,293.85,50,6,3.26,RO,1722572049
484,nelson bay,-32.7167,152.15,290.42,68,100,1.34,AU,1722572072
485,bandon,51.7469,-8.7425,289.92,98,91,6.76,IE,1722572094
486,lorengau,-2.0226,147.2712,302.98,70,30,5.15,PG,1722572117
487,fonte boa,-2.4959,-66.2662,297.69,79,48,1.2,BR,1722572139
488,pontes e lacerda,-15.2261,-59.3353,295.54,40,0,1.06,BR,1722572163
489,terenozek,45.05,64.9833,304.21,30,0,8.26,KZ,1722572185
490,sittwe,20.15,92.9,299.88,89,100,5.18,MM,1722572207
491,takoradi,4.8845,-1.7554,296.26,92,100,3.22,GH,1722572230
492,kununurra,-15.7667,128.7333,304.14,25,5,4.12,AU,1722572252
493,al bayda',32.7627,21.7551,292.08,79,0,1.94,LY,1722572275
494,palangkaraya,-2.2,113.8333,306.13,55,82,0.15,ID,1722572298
495,muroto-misakicho,33.2833,134.15,302.56,75,1,2.69,JP,1722572320
496,riversdale,18.1659,-76.9642,300.07,97,86,0.77,JM,1722572343
497,sao jose da coroa grande,-8.8978,-35.1478,297.41,68,1,6.71,BR,1722572388
498,ko samui,9.5357,99.9357,305.1,70,20,4.12,TH,1722572410
499,thunder bay,48.4001,-89.3168,295.14,94,20,3.09,CA,1722572432
500,churachandpur,24.3333,93.6667,297.15,81,100,1.34,IN,1722572455
501,sault ste. marie,46.5168,-84.3333,296.46,88,0,0.0,CA,1722572478
502,lebyazh'ye,55.2689,66.4947,292.7,77,98,2.49,RU,1722572500
503,chenzhou,25.8,113.0333,307.36,50,0,3.28,CN,1722572523
504,zonguldak,41.25,31.8333,284.62,83,0,1.4,TR,1722572545
505,novodvinsk,64.4165,40.8122,288.01,98,100,2.25,RU,1722572568
506,levuka,50.1834,-105.4011,290.99,40,0,2.95,CA,1722572590
507,portland,45.5234,-122.6762,304.71,56,1,0.89,US,1722572473
508,muang phonsavan,19.45,103.2167,292.25,100,100,1.39,LA,1722572635
509,acapulco de juarez,16.8634,-99.8901,298.05,88,100,2.57,MX,1722572643
510,yinchuan,38.4681,106.2731,293.44,79,100,4.72,CN,1722572679
511,rodriguez,14.7314,121.1417,305.87,75,55,2.17,PH,1722572702
512,kone,-21.0595,164.8658,290.09,89,100,1.2,NC,1722572725
513,quellon,-43.1167,-73.6167,282.25,94,100,5.77,CL,1722572747
514,coahuayana de hidalgo,18.7,-103.6583,298.98,88,100,1.63,MX,1722572769
515,kavaratti,10.5669,72.642,301.03,82,100,7.42,IN,1722572792
516,leticia,-4.2153,-69.9406,296.18,100,20,0.0,CO,1722572814
517,callao,-12.0667,-77.15,291.16,82,100,5.66,PE,1722572837
518,bansang,13.4333,-14.65,296.53,91,67,2.16,GM,1722572859
519,xiva,41.3783,60.3639,301.14,24,0,6.15,UZ,1722572881
520,polyarnyy,69.1989,33.4478,283.55,95,99,4.79,RU,1722572904
521,fatehpur,25.9333,80.8,304.76,62,95,2.59,IN,1722572926
522,ricany,49.9917,14.6543,292.87,88,0,4.12,CZ,1722572949
523,minas de marcona,-15.2119,-75.1103,284.16,90,55,2.82,PE,1722572971
524,pamandzi,-12.7967,45.2794,298.03,69,0,7.2,YT,1722572993
525,illizi,26.4833,8.4667,301.04,25,0,1.27,DZ,1722573017
526,nova sintra,14.8667,-24.7167,297.86,75,72,7.4,CV,1722573039
527,plettenberg bay,-34.0527,23.3716,282.8,74,29,2.69,ZA,1722573062
528,masaya sur,16.497,121.7456,304.21,69,21,2.04,PH,1722573084
529,rawson,-43.3002,-65.1023,285.97,65,100,5.54,AR,1722573107
530,pokhara,28.2333,83.9833,297.51,89,90,2.4,NP,1722573129
531,anna regina,7.2644,-58.5077,299.59,79,29,2.32,GY,1722573151
532,salinopolis,-0.6136,-47.3561,298.99,84,44,3.33,BR,1722573174
533,mazagao,-0.115,-51.2894,300.18,97,46,1.45,BR,1722573196
534,mananjary,-21.2167,48.3333,294.21,77,78,2.25,MG,1722573219
535,sitka,57.0531,-135.33,289.09,67,75,1.54,US,1722573241
536,san julian,21.0167,-102.1667,288.45,66,75,1.52,MX,1722573264
537,mersa matruh,31.3525,27.2453,298.26,69,20,2.06,EG,1722573309
538,nago,26.5881,127.9761,306.56,66,59,3.12,JP,1722573331
539,da lat,11.9465,108.4419,295.97,83,93,1.22,VN,1722573353
540,elverum,60.8819,11.5623,284.55,76,63,1.52,NO,1722573421
541,murray bridge,-35.1167,139.2667,288.34,35,95,5.89,AU,1722573443
542,kangding,30.0513,101.9603,297.97,63,67,3.05,CN,1722573466
543,monte patria,-30.6919,-70.9467,283.31,88,100,1.98,CL,1722573488
544,belle fourche,44.6714,-103.8522,300.42,27,0,3.08,US,1722573510
545,ghat,24.9647,10.1728,300.67,25,5,1.46,LY,1722573533
546,santa ana,33.7456,-117.8678,298.16,85,20,3.09,US,1722573555
547,parras de la fuente,25.4167,-102.1833,296.74,51,52,4.46,MX,1722573578
548,grande prairie,55.1667,-118.8027,292.25,37,20,6.69,CA,1722573600
549,el granada,37.5027,-122.4694,292.53,88,100,3.09,US,1722573622
550,nuuk,64.1835,-51.7216,284.49,54,2,8.23,GL,1722573645
551,hami,42.8,93.45,307.86,15,13,1.86,CN,1722573667
552,hlyboka,48.0897,25.9293,292.77,60,89,2.45,UA,1722573689
553,magaria,12.9983,8.9099,297.84,79,99,2.03,NE,1722573712
554,howard springs,-12.497,131.047,305.36,42,6,4.12,AU,1722573734
555,okhotsk,59.3833,143.3,289.62,67,31,2.41,RU,1722573757
556,bridgewater,44.3835,-64.5155,294.08,94,49,0.51,CA,1722573779
557,san ignacio,17.1561,-89.0714,297.23,100,0,0.0,BZ,1722573802
558,sovetskiy,61.3614,63.5842,293.48,74,87,0.78,RU,1722573824
559,sinabang,2.4803,96.3801,304.24,61,98,0.16,ID,1722573846
560,ratnagiri,16.9833,73.3,299.7,88,100,7.15,IN,1722573869
561,manismata,-2.4667,111.0333,305.68,51,50,2.34,ID,1722573891
562,varna,43.2167,27.9167,294.19,77,0,0.0,BG,1722573914
563,bel ombre,-4.6167,55.4167,300.06,83,40,5.14,SC,1722573936
564,xiamen,24.4798,118.0819,308.18,55,20,4.0,CN,1722573958
565,kolosovka,56.4678,73.611,297.08,72,100,2.23,RU,1722573981
566,nookat,40.2671,72.6207,300.57,25,83,1.98,KG,1722574003
